"model"	"Genus"	"estimate"	"std.error"	"statistic"	"p.value"	"p.adj.Bon"
"75 mg/kg vs 0 mg/kg"	"Cutibacterium"	0.584805764343205	0.303012438753475	1.92997279830809	0.058969671532372	1
"75 mg/kg vs 0 mg/kg"	"Erysipelotrichaceae UCG-007"	-0.631378535822074	0.431170007118568	-1.46433779112203	0.14900835709791	1
"75 mg/kg vs 0 mg/kg"	"Filifactor"	0.938291586755427	0.364240175916846	2.57602441683873	0.0128179209673969	1
"75 mg/kg vs 0 mg/kg"	"Anaerococcus"	0.204970192845463	0.201206394106934	1.01870615869458	0.312970293791272	1
"75 mg/kg vs 0 mg/kg"	"Lawsonella"	0.419995691169481	0.286880963770114	1.46400683283411	0.149098452495962	1
"75 mg/kg vs 0 mg/kg"	"Ureaplasma"	0.578651413212668	0.315150406902878	1.83611190256528	0.0719530386776719	1
"75 mg/kg vs 0 mg/kg"	"Helicobacter"	-0.126263367908228	0.417123294834071	-0.30270035136363	0.763303103292409	1
"75 mg/kg vs 0 mg/kg"	"Prevotellaceae UCG-003"	-0.915018894548706	0.489756059689653	-1.86831561640816	0.0672500568976067	1
"75 mg/kg vs 0 mg/kg"	"Lachnospiraceae NC2004 group"	0.317241956230969	0.370677431263771	0.855843732242823	0.395937011615497	1
"75 mg/kg vs 0 mg/kg"	"Eubacterium"	-1.0285990492472	0.40165225851016	-2.56091937105633	0.0133230628907505	1
"75 mg/kg vs 0 mg/kg"	"Flaviflexus"	0.248499277403234	0.467181333659737	0.531911828446948	0.597009773300397	1
"75 mg/kg vs 0 mg/kg"	"Sphaerochaeta"	-0.666670689864335	0.444606600092456	-1.49946197318191	0.139687368244716	1
"75 mg/kg vs 0 mg/kg"	"Kaistia"	0.385507702508371	0.263635260794329	1.46227671270847	0.149570132174519	1
"75 mg/kg vs 0 mg/kg"	"Aerosphaera"	0.426221666858742	0.237982310878129	1.79098045264805	0.0790076775513155	1
"75 mg/kg vs 0 mg/kg"	"Nitrospirillum"	0.390236734337535	0.265699959667533	1.46871205711071	0.147821580715185	1
"75 mg/kg vs 0 mg/kg"	"Tissierella"	0.611925602088766	0.439698465248664	1.39169374117033	0.169828685703052	1
"75 mg/kg vs 0 mg/kg"	"Dietzia"	0.323651658718977	0.221417799193003	1.46172376339474	0.149721128466755	1
"75 mg/kg vs 0 mg/kg"	"Lachnospiraceae AC2044 group"	-0.645493693499338	0.407863213327913	-1.58262297850425	0.119457192206983	1
"75 mg/kg vs 0 mg/kg"	"Nocardiopsis"	0.171290161013764	0.168144817376253	1.01870615869458	0.312970293791271	1
"75 mg/kg vs 0 mg/kg"	"[Eubacterium] ruminantium group"	-0.262412849579075	0.428186293766321	-0.612847383018487	0.542598157634673	1
"75 mg/kg vs 0 mg/kg"	"CHKCI001"	-0.162980246077155	0.230742115505058	-0.706330726492721	0.483076124892719	1
"75 mg/kg vs 0 mg/kg"	"Limnohabitans"	0.380008552687724	0.25977068704879	1.46286156072856	0.149410555225689	1
"75 mg/kg vs 0 mg/kg"	"Elusimicrobium"	-0.466856773623554	0.353339501291763	-1.32126969081234	0.192087323395483	1
"75 mg/kg vs 0 mg/kg"	"Coriobacteriaceae UCG-002"	-0.480155235024702	0.322610062392006	-1.48834550126729	0.142586129701725	1
"75 mg/kg vs 0 mg/kg"	"Bogoriella"	0.267023629454521	0.182884201451862	1.46006941734005	0.150173602253097	1
"75 mg/kg vs 0 mg/kg"	"Kocuria"	-0.470279225991422	0.354656233008951	-1.32601427021742	0.190521537227675	1
"75 mg/kg vs 0 mg/kg"	"Anaerofustis"	0.0667084277662438	0.321247279859496	0.207654451721491	0.836294641838276	1
"75 mg/kg vs 0 mg/kg"	"Methylobacterium-Methylorubrum"	0.48045229529476	0.278304998299228	1.72635165818398	0.0901097378355434	1
"75 mg/kg vs 0 mg/kg"	"Alkalibacterium"	0.341759854896306	0.232766240103814	1.46825353515132	0.147945632135267	1
"75 mg/kg vs 0 mg/kg"	"Anaerovorax"	-0.511222491051426	0.388074715197744	-1.31733006823424	0.193394840091453	1
"75 mg/kg vs 0 mg/kg"	"Klebsiella"	0.382578291495126	0.26081628307821	1.46684971881301	0.148325938125467	1
"75 mg/kg vs 0 mg/kg"	"Bradyrhizobium"	0.598099202844548	0.257136357876467	2.32600013387405	0.0238759478750489	1
"75 mg/kg vs 0 mg/kg"	"Lysinibacillus"	-0.263813087130106	0.186489822615317	-1.41462458074341	0.163026966851539	1
"75 mg/kg vs 0 mg/kg"	"Candidatus Saccharimonas"	-0.690022952259275	0.374319174800129	-1.84340797563395	0.0708639240334179	1
"75 mg/kg vs 0 mg/kg"	"Odoribacter"	-0.474365075925744	0.367072344079134	-1.29229315032102	0.201861817900825	1
"75 mg/kg vs 0 mg/kg"	"Treponema"	-0.0928693261480671	0.373238694007023	-0.248820199082359	0.804461561125104	1
"75 mg/kg vs 0 mg/kg"	"Anaerovibrio"	0.0374364095122218	0.263201359603785	0.142234863712624	0.887433821150801	1
"75 mg/kg vs 0 mg/kg"	"Enteractinococcus"	0.319849050174813	0.219673807730971	1.45601814562492	0.151286178734906	1
"75 mg/kg vs 0 mg/kg"	"Bergeyella"	0.145889256199855	0.143210340837445	1.01870615869458	0.312970293791271	1
"75 mg/kg vs 0 mg/kg"	"Prevotellaceae Ga6A1 group"	-0.265289204799824	0.363094572153803	-0.730633904071278	0.468220453772274	1
"75 mg/kg vs 0 mg/kg"	"Pyramidobacter"	-0.0838519178389879	0.316981686592792	-0.264532373274636	0.792395749175855	1
"75 mg/kg vs 0 mg/kg"	"Enterorhabdus"	-0.961215912464568	0.38198735035183	-2.51635534940945	0.0149205569435516	1
"75 mg/kg vs 0 mg/kg"	"Acidaminococcus"	-0.293212973976435	0.207328372438589	-1.414244324246	0.163138009784134	1
"75 mg/kg vs 0 mg/kg"	"[Eubacterium] cellulosolvens group"	0.136399744156837	0.36791964200329	0.370732433349174	0.712314515470267	1
"75 mg/kg vs 0 mg/kg"	"Papillibacter"	0.260789326420736	0.329355471978334	0.791817196338827	0.431996979645385	1
"75 mg/kg vs 0 mg/kg"	"Anaerotruncus"	0.334068491631657	0.255100691143683	1.30955541568288	0.195994867186365	1
"75 mg/kg vs 0 mg/kg"	"Fretibacterium"	-0.752737090605767	0.288650870981683	-2.60777695922329	0.0118124393347463	1
"75 mg/kg vs 0 mg/kg"	"[Eubacterium] saphenum group"	-0.271752645707299	0.323839814670915	-0.839157612486446	0.405150041092178	1
"75 mg/kg vs 0 mg/kg"	"Anaerostignum"	-0.255100163426492	0.234616470642363	-1.08730713887242	0.281821258445923	1
"75 mg/kg vs 0 mg/kg"	"Lachnospira"	-0.261006228902112	0.292415804808033	-0.892585915708143	0.37611385832328	1
"75 mg/kg vs 0 mg/kg"	"Haemophilus"	0.217125728144689	0.213138721398256	1.01870615869457	0.312970293791276	1
"75 mg/kg vs 0 mg/kg"	"Pseudogracilibacillus"	0.0998220960833202	0.0979890964939648	1.01870615869459	0.312970293791268	1
"75 mg/kg vs 0 mg/kg"	"Lachnospiraceae UCG-002"	-0.292708535467476	0.326641233185489	-0.896116306606204	0.374242869993365	1
"75 mg/kg vs 0 mg/kg"	"[Eubacterium] siraeum group"	-0.0809384689027237	0.253204668243497	-0.319656305960712	0.750485549698909	1
"75 mg/kg vs 0 mg/kg"	"Arcanobacterium"	-0.13855875511628	0.22031214185811	-0.628920194537063	0.532102724317153	1
"75 mg/kg vs 0 mg/kg"	"Lachnospiraceae FCS020 group"	0.284262019670394	0.154912740948348	1.83498153818849	0.0721230279385173	1
"75 mg/kg vs 0 mg/kg"	"V9D2013 group"	0.0226734609365006	0.170628769329591	0.132881817208116	0.894790087297442	1
"75 mg/kg vs 0 mg/kg"	"Lachnospiraceae UCG-008"	-0.477755683128078	0.280060509155921	-1.70590164449816	0.0938808931308851	1
"75 mg/kg vs 0 mg/kg"	"Erysipelotrichaceae UCG-008"	-0.32535493634786	0.229264167664735	-1.41912685118611	0.161716660899754	1
"75 mg/kg vs 0 mg/kg"	"Millisia"	0.114556572824666	0.112453008992764	1.01870615869458	0.312970293791269	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lactobacillus"	0.133196657717404	0.106919320937342	1.24576789816559	0.218130431793426	1
"Metformin-treated hens: 60 vs 40 weeks"	"Ligilactobacillus"	0.471215611246438	0.117645084258919	4.00539992142266	0.00018745015383582	0.150897373837835
"Metformin-treated hens: 60 vs 40 weeks"	"Romboutsia"	0.189841638422628	0.121636734618309	1.56072619853157	0.124324532091312	1
"Metformin-treated hens: 60 vs 40 weeks"	"Limosilactobacillus"	-0.37391775592053	0.145949833231881	-2.56196083024268	0.0131782263918354	1
"Metformin-treated hens: 60 vs 40 weeks"	"Herbaspirillum"	-1.18548672882448	1.04197992296433	-1.13772511609618	0.2601673838147	1
"Metformin-treated hens: 60 vs 40 weeks"	"Corynebacterium"	0.232432991483084	0.210403917979622	1.10469897003341	0.274099465827633	1
"Metformin-treated hens: 60 vs 40 weeks"	"Peptoniphilus"	0.424142104884478	0.172802972565995	2.45448384704433	0.0173014664129468	1
"Metformin-treated hens: 60 vs 40 weeks"	"Actinomyces"	0.392846235477899	0.200521496738299	1.9591227966476	0.0551754211529064	1
"Metformin-treated hens: 60 vs 40 weeks"	"Gallibacterium"	0.298602878672647	0.306416982940705	0.974498462216207	0.334075792075593	1
"Metformin-treated hens: 60 vs 40 weeks"	"HT002"	0.154239697569598	0.0942423885196317	1.63662763637902	0.107418438167151	1
"Metformin-treated hens: 60 vs 40 weeks"	"Bacteroides"	-0.333060680727833	0.330004627993948	-1.00926063598702	0.31726930847713	1
"Metformin-treated hens: 60 vs 40 weeks"	"Aeriscardovia"	-0.411666704685736	0.182857439163245	-2.25129864319178	0.0283823546667378	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Ruminococcus] torques group"	-0.292012828654996	0.16131538700076	-1.81019823393301	0.0757293870780477	1
"Metformin-treated hens: 60 vs 40 weeks"	"Turicibacter"	-0.0699444750809571	0.161491458931147	-0.433115630658698	0.666624631932419	1
"Metformin-treated hens: 60 vs 40 weeks"	"Escherichia-Shigella"	-0.330874323847894	0.358982181490249	-0.921701245656064	0.360709961220809	1
"Metformin-treated hens: 60 vs 40 weeks"	"Enterococcus"	-0.444111598161005	0.189338475752683	-2.34559614148954	0.0226305571259044	1
"Metformin-treated hens: 60 vs 40 weeks"	"Helcococcus"	0.505307104703413	0.273306713373598	1.84886459050379	0.0698550668108466	1
"Metformin-treated hens: 60 vs 40 weeks"	"Gallicola"	0.876432192724036	0.305427065658278	2.86953021283522	0.00582213992034428	1
"Metformin-treated hens: 60 vs 40 weeks"	"Streptococcus"	-0.175396391713322	0.250622147869344	-0.699843941185762	0.486974440334174	1
"Metformin-treated hens: 60 vs 40 weeks"	"Blautia"	-0.0762820141409602	0.158064196676684	-0.482601472976153	0.631294039257895	1
"Metformin-treated hens: 60 vs 40 weeks"	"Erysipelatoclostridium"	-0.0949760664442115	0.14981563812943	-0.633952954645222	0.528739411132005	1
"Metformin-treated hens: 60 vs 40 weeks"	"W5053"	0.634365918549619	0.295513006867187	2.14665988910168	0.0362463859750521	1
"Metformin-treated hens: 60 vs 40 weeks"	"Clostridium sensu stricto 1"	-0.190877002430952	0.247788890036033	-0.770321068080149	0.444405799754374	1
"Metformin-treated hens: 60 vs 40 weeks"	"Bacillus"	-0.352276638547132	0.807909658832059	-0.436034691126722	0.66451830635236	1
"Metformin-treated hens: 60 vs 40 weeks"	"Staphylococcus"	-0.921306441566793	0.827512247829975	-1.11334478007157	0.270402577217964	1
"Metformin-treated hens: 60 vs 40 weeks"	"Listeria"	-0.568394966137003	0.796903956168387	-0.71325403988445	0.478704144283968	1
"Metformin-treated hens: 60 vs 40 weeks"	"Brevibacterium"	0.123032241908649	0.24585421035456	0.500427638522916	0.618770618102907	1
"Metformin-treated hens: 60 vs 40 weeks"	"Peptococcus"	-0.242881062000759	0.185729728305935	-1.3077123636378	0.196410817347829	1
"Metformin-treated hens: 60 vs 40 weeks"	"Salmonella"	-0.69896153192759	0.791081375252671	-0.883552000834733	0.380784014020791	1
"Metformin-treated hens: 60 vs 40 weeks"	"Subdoligranulum"	-0.107701874140208	0.20069523581126	-0.536643900413728	0.593677806539328	1
"Metformin-treated hens: 60 vs 40 weeks"	"Faecalibacterium"	0.155337684048393	0.248914491409864	0.624060428015068	0.535167903953523	1
"Metformin-treated hens: 60 vs 40 weeks"	"Bifidobacterium"	-0.145344602407183	0.27483972499927	-0.528834041030892	0.599048379502217	1
"Metformin-treated hens: 60 vs 40 weeks"	"Alistipes"	-0.37294349424131	0.301038306922806	-1.23885726721464	0.220659488989541	1
"Metformin-treated hens: 60 vs 40 weeks"	"Phascolarctobacterium"	-0.425238425893464	0.21664459536919	-1.96283883827706	0.0547305413943225	1
"Metformin-treated hens: 60 vs 40 weeks"	"Rikenellaceae RC9 gut group"	-0.375651400314415	0.309436192175825	-1.21398663056507	0.229940025657921	1
"Metformin-treated hens: 60 vs 40 weeks"	"CAG-56"	-0.34660218304337	0.158829107136197	-2.18223340351688	0.033381325870517	1
"Metformin-treated hens: 60 vs 40 weeks"	"Dorea"	-0.099628644033687	0.185845725803888	-0.536082514691887	0.594063096155438	1
"Metformin-treated hens: 60 vs 40 weeks"	"Intestinimonas"	-0.156110807711646	0.201828364489932	-0.773482994355996	0.442548464216078	1
"Metformin-treated hens: 60 vs 40 weeks"	"UCG-005"	-0.20748498952979	0.186703339912879	-1.11130839773198	0.271270142607013	1
"Metformin-treated hens: 60 vs 40 weeks"	"Megamonas"	-0.210843332261286	0.23001299554743	-0.916658346888093	0.363323716737774	1
"Metformin-treated hens: 60 vs 40 weeks"	"Incertae Sedis"	-0.0783744563469223	0.153885650503137	-0.509303213721834	0.612577106782353	1
"Metformin-treated hens: 60 vs 40 weeks"	"Butyricicoccus"	0.00419885217412347	0.257150818559485	0.0163283640225013	0.987031518419279	1
"Metformin-treated hens: 60 vs 40 weeks"	"Succiniclasticum"	0.113718938014367	0.663464711542384	0.171401637549042	0.864537034753027	1
"Metformin-treated hens: 60 vs 40 weeks"	"Sellimonas"	0.098335738552426	0.234787837962267	0.418828076470595	0.676972926713804	1
"Metformin-treated hens: 60 vs 40 weeks"	"UCG-007"	-0.312724274125984	0.196525799119733	-1.59126321086962	0.117282335138774	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] hallii group"	-0.290808072274318	0.267715568785522	-1.08625760389488	0.282103029452971	1
"Metformin-treated hens: 60 vs 40 weeks"	"Varibaculum"	0.272361126691136	0.186543906474868	1.46003764924816	0.14996853721474	1
"Metformin-treated hens: 60 vs 40 weeks"	"Terrisporobacter"	0.282696360213341	0.386417956549909	0.731581841427258	0.467529576214792	1
"Metformin-treated hens: 60 vs 40 weeks"	"Pseudomonas"	-0.520577076506207	0.697439215334411	-0.74641211027487	0.458597239540953	1
"Metformin-treated hens: 60 vs 40 weeks"	"Olsenella"	-0.234051026227343	0.37956523140331	-0.616629255956929	0.540023420824993	1
"Metformin-treated hens: 60 vs 40 weeks"	"Colidextribacter"	-0.394538412460745	0.303073017701391	-1.30179326240607	0.198413174735365	1
"Metformin-treated hens: 60 vs 40 weeks"	"Faecalicoccus"	-0.00246169641844382	0.24170499465747	-0.0101847147260337	0.991910767301118	1
"Metformin-treated hens: 60 vs 40 weeks"	"Jeotgalicoccus"	0.968450981511193	0.421104550855861	2.29978749824217	0.0252803327861619	1
"Metformin-treated hens: 60 vs 40 weeks"	"Acinetobacter"	0.590210657135402	0.63218978388348	0.933597271233641	0.354592363900912	1
"Metformin-treated hens: 60 vs 40 weeks"	"Christensenellaceae R-7 group"	0.283532375893807	0.562874219627946	0.503722441012166	0.616468173984648	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae XPB1014 group"	0.291112690171609	0.540078628315703	0.539019088904661	0.592048971676732	1
"Metformin-treated hens: 60 vs 40 weeks"	"GCA-900066575"	-0.433094565486154	0.315174498461082	-1.37414215807702	0.174971719105847	1
"Metformin-treated hens: 60 vs 40 weeks"	"Fournierella"	0.557347881221786	0.596191335255851	0.934847335516214	0.353953441981183	1
"Metformin-treated hens: 60 vs 40 weeks"	"Asinibacterium"	-0.383136192696363	0.253614787842047	-1.51070131184536	0.136588991085563	1
"Metformin-treated hens: 60 vs 40 weeks"	"Fusobacterium"	-0.0689965733551356	0.515422175826008	-0.133864192483691	0.893998597247619	1
"Metformin-treated hens: 60 vs 40 weeks"	"Negativibacillus"	-0.225687504002094	0.273338504783327	-0.825670368618554	0.412558295963352	1
"Metformin-treated hens: 60 vs 40 weeks"	"Megasphaera"	-0.0736939771455066	0.332178570819379	-0.221850485308932	0.825251970860128	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerosporobacter"	-0.170493057642628	0.390042806186039	-0.437113708902268	0.663740399830385	1
"Metformin-treated hens: 60 vs 40 weeks"	"Porphyromonas"	-0.667828232663629	0.517974291653199	-1.28930768075795	0.202687119942483	1
"Metformin-treated hens: 60 vs 40 weeks"	"Pygmaiobacter"	-0.284382461677786	0.254519814736174	-1.11732935988723	0.268710674242335	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae NK3A20 group"	0.0473762288776942	0.277456819668207	0.170751718895749	0.865045610880578	1
"Metformin-treated hens: 60 vs 40 weeks"	"Acholeplasma"	0.596254552712666	0.553085077831044	1.07805214172639	0.285716059272417	1
"Metformin-treated hens: 60 vs 40 weeks"	"Facklamia"	1.52860260802516	0.512636207796122	2.98184674585665	0.00426312266356429	1
"Metformin-treated hens: 60 vs 40 weeks"	"Erysipelotrichaceae UCG-006"	0.304975606128721	0.513211806773664	0.594249006167586	0.554782195521858	1
"Metformin-treated hens: 60 vs 40 weeks"	"Candidatus Stoquefichus"	-0.134398774252682	0.418200287302308	-0.321374179629695	0.749144983230337	1
"Metformin-treated hens: 60 vs 40 weeks"	"Barnesiella"	-0.786084627537177	0.333573377165852	-2.35655685179677	0.0220345109039571	1
"Metformin-treated hens: 60 vs 40 weeks"	"Oscillibacter"	0.0763285084140712	0.302470658223118	0.252350125008712	0.801711137471342	1
"Metformin-treated hens: 60 vs 40 weeks"	"Globicatella"	0.777579067296792	0.402299711067643	1.93283526163421	0.0584118180843757	1
"Metformin-treated hens: 60 vs 40 weeks"	"Desulfovibrio"	-0.366499823954109	0.56794976783693	-0.645303237555576	0.521413683444521	1
"Metformin-treated hens: 60 vs 40 weeks"	"Cerasicoccus"	-0.944413583501917	0.321830945922242	-2.93450209020639	0.00486574225996868	1
"Metformin-treated hens: 60 vs 40 weeks"	"Eisenbergiella"	-0.324462307498411	0.451303283941922	-0.718945150729648	0.475218277781533	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnoclostridium"	-0.350258102793254	0.301215013327665	-1.16281754658835	0.249924089992002	1
"Metformin-treated hens: 60 vs 40 weeks"	"Parvimonas"	-0.540966759220767	0.438831789087412	-1.23274287021401	0.222915108114752	1
"Metformin-treated hens: 60 vs 40 weeks"	"UCG-009"	-0.288698088915828	0.221223866191348	-1.30500426507382	0.197325037782621	1
"Metformin-treated hens: 60 vs 40 weeks"	"NK4A214 group"	-0.246580989736145	0.357357803905636	-0.690011487201932	0.493088375130262	1
"Metformin-treated hens: 60 vs 40 weeks"	"Marvinbryantia"	0.31638198599795	0.246157488342488	1.28528280056935	0.204079464685058	1
"Metformin-treated hens: 60 vs 40 weeks"	"Moraxella"	0.425640736094559	0.324105273404697	1.31327926763807	0.194541517706186	1
"Metformin-treated hens: 60 vs 40 weeks"	"Sharpea"	0.0853337276214066	0.53797731089407	0.15861956609209	0.874549610570825	1
"Metformin-treated hens: 60 vs 40 weeks"	"Fastidiosipila"	-0.171804138514606	0.397923423702142	-0.431751759964767	0.667609696752767	1
"Metformin-treated hens: 60 vs 40 weeks"	"Bilophila"	-0.00622365030361678	0.269912480921832	-0.0230580308193276	0.981687436747806	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Clostridium] innocuum group"	-0.586006120656133	0.46761366976317	-1.25318432404451	0.215440151823493	1
"Metformin-treated hens: 60 vs 40 weeks"	"Parasutterella"	-0.653093545802383	0.284264468525947	-2.29748568010979	0.0254204816229241	1
"Metformin-treated hens: 60 vs 40 weeks"	"Rothia"	0.512760457219534	0.412000827403246	1.24456171714837	0.218570304717202	1
"Metformin-treated hens: 60 vs 40 weeks"	"Sutterella"	-1.07095954099541	0.482389623139903	-2.22011314013031	0.0305512083431731	1
"Metformin-treated hens: 60 vs 40 weeks"	"Monoglobus"	-0.443478017965118	0.249363635087364	-1.77843901661823	0.0808591369148978	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotella"	0.4445548744891	0.400924876920625	1.10882337335509	0.272331495942005	1
"Metformin-treated hens: 60 vs 40 weeks"	"Salinicoccus"	-0.489466041539587	0.534552730831827	-0.915655300793095	0.363845048079067	1
"Metformin-treated hens: 60 vs 40 weeks"	"Shuttleworthia"	-0.148471328285271	0.308266954404372	-0.481632319533389	0.631978070978472	1
"Metformin-treated hens: 60 vs 40 weeks"	"Saccharofermentans"	0.412195700939279	0.497631643275284	0.828314892168659	0.411072240273202	1
"Metformin-treated hens: 60 vs 40 weeks"	"Flavonifractor"	-0.214241789846298	0.364595743842201	-0.587614621028114	0.559195904988371	1
"Metformin-treated hens: 60 vs 40 weeks"	"Succinivibrio"	0.125815534227227	0.444081513347239	0.283316306681852	0.777998078054063	1
"Metformin-treated hens: 60 vs 40 weeks"	"Mogibacterium"	0.3989442614071	0.505776791349331	0.788775341673511	0.433630261145081	1
"Metformin-treated hens: 60 vs 40 weeks"	"Enorma"	-0.265626459039151	0.345018159808109	-0.769891240469448	0.444658635648752	1
"Metformin-treated hens: 60 vs 40 weeks"	"Burkholderia-Caballeronia-Paraburkholderia"	-0.691062416933194	0.379351016013019	-1.82169649681254	0.0739407326911762	1
"Metformin-treated hens: 60 vs 40 weeks"	"Parabacteroides"	-0.558621365349123	0.480143988726386	-1.16344550481805	0.249671508220126	1
"Metformin-treated hens: 60 vs 40 weeks"	"Oribacterium"	-0.0844606361786756	0.36788527752368	-0.229584170226108	0.819266582774411	1
"Metformin-treated hens: 60 vs 40 weeks"	"Gemella"	0.179070853566311	0.452363306226376	0.39585627547938	0.693742520360317	1
"Metformin-treated hens: 60 vs 40 weeks"	"Merdibacter"	-0.338515848359014	0.389710572991664	-0.868633985884325	0.388822055008168	1
"Metformin-treated hens: 60 vs 40 weeks"	"Moryella"	0.367734457650354	0.436383949128085	0.842685571696906	0.40305406350246	1
"Metformin-treated hens: 60 vs 40 weeks"	"Mycobacterium"	-0.580458543719997	0.396143824915661	-1.46527222491371	0.148540257828285	1
"Metformin-treated hens: 60 vs 40 weeks"	"Erysipelotrichaceae UCG-009"	0.365369530971746	0.494564022692486	0.738770946140836	0.463187221910862	1
"Metformin-treated hens: 60 vs 40 weeks"	"Proteus"	1.29853051376774	0.428908097747485	3.0275262243527	0.00374825622222516	1
"Metformin-treated hens: 60 vs 40 weeks"	"DTU089"	0.766256654757991	0.430902031655101	1.77826187501319	0.0808885424993058	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaeroplasma"	0.317046792765071	0.334557806655961	0.947659227964459	0.347448268087654	1
"Metformin-treated hens: 60 vs 40 weeks"	"Yaniella"	-0.386015303801823	0.507235937939547	-0.761017260271154	0.449897352388217	1
"Metformin-treated hens: 60 vs 40 weeks"	"CHKCI002"	-0.308647919233492	0.26101995230004	-1.18246868300207	0.242106577121993	1
"Metformin-treated hens: 60 vs 40 weeks"	"Family XIII UCG-001"	-0.206262579105489	0.288593474586222	-0.714716711461418	0.477806874355649	1
"Metformin-treated hens: 60 vs 40 weeks"	"Aerococcus"	0.282890728718252	0.362194058657061	0.781047402508895	0.438123638892944	1
"Metformin-treated hens: 60 vs 40 weeks"	"Peptostreptococcus"	-0.423609593656034	0.416416730536969	-1.01727323277763	0.313477630712765	1
"Metformin-treated hens: 60 vs 40 weeks"	"Pseudobutyrivibrio"	0.501807496030113	0.438319620686493	1.14484379057498	0.257231496966507	1
"Metformin-treated hens: 60 vs 40 weeks"	"Family XIII AD3011 group"	0.0784885926711135	0.453032059066598	0.173251740357685	0.863089603580145	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] nodatum group"	0.562998760330468	0.374898966077109	1.50173463059023	0.138885517641826	1
"Metformin-treated hens: 60 vs 40 weeks"	"Catenibacillus"	-0.68503304805181	0.400518056245135	-1.71036745377726	0.0928339390373285	1
"Metformin-treated hens: 60 vs 40 weeks"	"Alloiococcus"	0.152186118620791	0.581729324077413	0.261609845544831	0.794599486717838	1
"Metformin-treated hens: 60 vs 40 weeks"	"Erysipelotrichaceae UCG-002"	-0.00819277655783442	0.255341480615973	-0.0320855684633401	0.974519967542753	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Ruminococcus] gauvreauii group"	-0.322358495560918	0.336353134030139	-0.958393018963317	0.342058782012911	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotella_7"	0.356937390391207	0.382378179054072	0.933466944359114	0.354659018480398	1
"Metformin-treated hens: 60 vs 40 weeks"	"Butyricimonas"	-0.945524101293258	0.445353923328877	-2.12308470132197	0.0382617408406559	1
"Metformin-treated hens: 60 vs 40 weeks"	"Paraprevotella"	-0.525554173738258	0.360922384480223	-1.45614180870252	0.151038504744752	1
"Metformin-treated hens: 60 vs 40 weeks"	"Acetitomaculum"	0.150340828086834	0.4520836628497	0.332550898077501	0.740737515151623	1
"Metformin-treated hens: 60 vs 40 weeks"	"Murdochiella"	-0.331428104532638	0.434213737568251	-0.763283323067463	0.448556184611318	1
"Metformin-treated hens: 60 vs 40 weeks"	"Defluviitaleaceae UCG-011"	-0.549740384693277	0.358111234892102	-1.53511068944517	0.130489692758953	1
"Metformin-treated hens: 60 vs 40 weeks"	"Falsiporphyromonas"	-0.462056601082558	0.311088325464923	-1.48529071411475	0.143176379793279	1
"Metformin-treated hens: 60 vs 40 weeks"	"Tuzzerella"	-0.13792283404663	0.516942743542957	-0.266804855604223	0.79061724016844	1
"Metformin-treated hens: 60 vs 40 weeks"	"Atopostipes"	1.10342396633866	0.508514258388052	2.16989779172845	0.0343514556929392	1
"Metformin-treated hens: 60 vs 40 weeks"	"Erysipelotrichaceae UCG-003"	-0.59135682529125	0.399890766812262	-1.47879589720279	0.144899655066046	1
"Metformin-treated hens: 60 vs 40 weeks"	"Succinivibrionaceae UCG-001"	-0.0620017630472205	0.435890854655732	-0.142241486337651	0.887409050367322	1
"Metformin-treated hens: 60 vs 40 weeks"	"Tessaracoccus"	0.627186071211484	0.427397795980202	1.46745275036593	0.147948448902219	1
"Metformin-treated hens: 60 vs 40 weeks"	"Angelakisella"	-0.602002641663159	0.386039479932185	-1.55943283772145	0.124630122362274	1
"Metformin-treated hens: 60 vs 40 weeks"	"Slackia"	-0.223580538173417	0.319080788194161	-0.700701974063597	0.486442908501755	1
"Metformin-treated hens: 60 vs 40 weeks"	"Dialister"	0.345949577772567	0.3641736812382	0.949957659203512	0.346289569060529	1
"Metformin-treated hens: 60 vs 40 weeks"	"Catenisphaera"	0.129691077810609	0.335878060996126	0.386125480854508	0.700893410945934	1
"Metformin-treated hens: 60 vs 40 weeks"	"Brachybacterium"	-0.685605456356392	0.478215129237346	-1.43367579660181	0.157325643748339	1
"Metformin-treated hens: 60 vs 40 weeks"	"DNF00809"	0.394853522083073	0.441183830040665	0.894986387072887	0.37469451701325	1
"Metformin-treated hens: 60 vs 40 weeks"	"Epulopiscium"	0.239534308483013	0.487744768221401	0.491105848980181	0.625305585492937	1
"Metformin-treated hens: 60 vs 40 weeks"	"Veillonellaceae UCG-001"	0.289997838920115	0.40488129229115	0.716253984665652	0.476864859735052	1
